,Country,year,Revenue,II,UP,CPS,EI,IA,lnRevenue,lnII,lnUP,lnCPS,lnEI,lnIA,,,,
388,56,2014,47.463,0.435,3884554,24,0.34,3.3,3.85995046,-0.832409248,15.17251873,3.17805383,-1.078809661,1.193922468,,,,
389,56,2015,48.942,0.437,4017350,25,0.34,3.5,3.890635924,-0.827822084,15.20613304,3.218875825,-1.078809661,1.252762968,,,,
390,56,2016,49.208,0.45,4162451,27,0.34,6.3,3.896056212,-0.798507696,15.24161464,3.295836866,-1.078809661,1.840549633,,,,
391,56,2017,50.921,0.467,4319334,27,0.34,9.9,3.930275412,-0.761426021,15.27861178,3.295836866,-1.078809661,2.292534757,,,,
392,56,2018,56.377,0.468,4486535,28,0.34,13.3,4.032061274,-0.759286983,15.31659125,3.33220451,-1.078809661,2.587764035,,,,
393,57,2012,9.601,0.628,199425,28,0.591,17.7,2.26186726,-0.465215113,12.2031935,3.33220451,-0.525939262,2.87356464,,,,
394,57,2013,9.967,0.633,200451,27,0.593,20,2.299279636,-0.457284857,12.20832511,3.295836866,-0.52256088,2.995732274,,,,
395,57,2014,9.93,0.638,201639,27,0.597,20.6,2.295560478,-0.449416996,12.21423425,3.295836866,-0.515838166,3.025291076,,,,
396,57,2015,9.785,0.642,202917,29,0.598,20.7,2.280850601,-0.443166975,12.22055231,3.36729583,-0.514164525,3.0301337,,,,
397,57,2016,9.884,0.648,204273,34,0.6,23.5,2.290917288,-0.433864583,12.22721261,3.526360525,-0.510825624,3.157000421,,,,
398,57,2017,10.136,0.651,205728,38,0.601,24.7,2.316093443,-0.429245637,12.23431019,3.63758616,-0.509160344,3.206803244,,,,
399,57,2018,10.144,0.654,207262,37,0.601,28.7,2.316882398,-0.424647928,12.24173897,3.610917913,-0.509160344,3.356897123,,,,
400,58,2012,78.817,0.419,5071853,19,0.411,34.9,4.36712871,-0.869884359,15.43921679,2.944438979,-0.889162064,3.552486829,,,,
401,58,2013,87.32,0.422,5248180,19,0.417,42,4.469579532,-0.862749965,15.47339191,2.944438979,-0.874669057,3.737669618,,,,
402,58,2014,93.426,0.425,5426832,19,0.424,46.52,4.537169679,-0.85566611,15.5068661,2.944438979,-0.858021824,3.839882328,,,,
403,58,2015,92.938,0.424,5607352,17,0.43,51.6,4.531932604,-0.858021824,15.53958915,2.833213344,-0.84397007,3.943521672,,,,
404,58,2016,88.262,0.425,5788110,20,0.437,44.5,4.480309664,-0.85566611,15.57131637,2.995732274,-0.827822084,3.795489189,,,,
405,58,2017,85.649,0.425,5968477,22,0.445,46.7,4.450257549,-0.85566611,15.60200234,3.091042453,-0.809680997,3.843744165,,,,
406,58,2018,87.194,0.425,6148669,20,0.445,44.7,4.468135521,-0.85566611,15.63174619,2.995732274,-0.809680997,3.799973502,,,,
407,59,2012,91.987,0.549,4597020,28,0.474,89.5,4.521647263,-0.599656837,15.34091883,3.33220451,-0.746547957,4.494238625,,,,
408,59,2013,97.839,0.55,4738707,26,0.478,86.3,4.583323271,-0.597837001,15.37127487,3.258096538,-0.738144546,4.457829598,,,,
409,59,2014,101.786,0.551,4882050,26,0.484,86.8,4.62287257,-0.59602047,15.40107577,3.258096538,-0.725670372,4.463606622,,,,
410,59,2015,103.689,0.556,5027140,31,0.494,88,4.641396034,-0.586986985,15.43036179,3.433987204,-0.705219762,4.477336814,,,,
411,59,2016,103.713,0.558,5174309,30,0.501,83.8,4.641627469,-0.583396317,15.45921636,3.401197382,-0.691149178,4.428433007,,,,
412,59,2017,104.008,0.563,5323338,29,0.503,85.1,4.644467819,-0.574475651,15.48761111,3.36729583,-0.687165109,4.443827036,,,,
413,59,2018,108.022,0.567,5474092,29,0.503,86.25,4.68233491,-0.567395975,15.51553698,3.36729583,-0.687165109,4.457250056,,,,
414,60,2012,367.056,0.813,6912310,55,0.818,1035.3,5.905514425,-0.207024169,15.74881444,4.007333185,-0.200892942,6.942446519,,,,
415,60,2013,387.365,0.818,6920508,54,0.834,1062.4,5.959367401,-0.200892942,15.74999974,3.988984047,-0.181521877,6.968285779,,,,
416,60,2014,407.282,0.822,6928924,54,0.821,1214,6.00950582,-0.196014884,15.75121509,3.988984047,-0.19723217,7.101675972,,,,
417,60,2015,439.293,0.828,6939335,51,0.818,1431.6,6.085166616,-0.188742125,15.75271651,3.931825633,-0.200892942,7.266547979,,,,
418,60,2016,482.469,0.835,6946267,48,0.815,1525.5,6.17891667,-0.180323554,15.75371495,3.871201011,-0.204567166,7.330077504,,,,
419,60,2017,520.565,0.839,6955524,45,0.816,1578.5,6.25491476,-0.175544573,15.75504672,3.80666249,-0.203340924,7.364230308,,,,
420,60,2018,561.334,0.846,6974963,46,0.816,1755.2,6.330316094,-0.167235919,15.75783758,3.828641396,-0.203340924,7.47033809,,,,
421,61,2012,30.065,0.889,300190,82,0.883,67.3,3.403361704,-0.117658043,12.61217089,4.406719247,-0.124430078,4.209160237,,,,
422,61,2013,33.009,0.907,303150,78,0.898,80.73,3.496780252,-0.097612829,12.62198301,4.356708827,-0.107585211,4.391110253,,,,
423,61,2014,35.176,0.908,306653,78,0.906,99.7,3.560364032,-0.0965109,12.63347209,4.356708827,-0.098715973,4.602165677,,,,
424,61,2015,42.151,0.913,309974,79,0.906,128.9,3.741258409,-0.091019398,12.6442437,4.369447852,-0.098715973,4.85903691,,,,
425,61,2016,56.286,0.922,314424,78,0.912,179.2,4.030445836,-0.081210055,12.65849767,4.356708827,-0.092115289,5.188502501,,,,
426,61,2017,68.222,0.929,322016,77,0.912,222.5,4.222767093,-0.07364654,12.68235651,4.343805422,-0.092115289,5.404927102,,,,
427,61,2018,78.997,0.931,330898,76,0.918,234.38,4.369409877,-0.071496002,12.70956545,4.33073334,-0.085557888,5.45694373,,,,
428,62,2012,3837.422,0.584,400417728,36,0.505,657.8,8.252556066,-0.537854296,19.80801888,3.583518938,-0.68319685,6.488900934,,,,
429,62,2013,4240.77,0.591,409909187,36,0.514,696.8,8.352500136,-0.525939262,19.8314462,3.583518938,-0.665532014,6.546498426,,,,
430,62,2014,4642.72,0.6,419568459,36,0.53,1310.7,8.44305568,-0.510825624,19.85473726,3.583518938,-0.634878272,7.178316625,,,,
431,62,2015,4932.115,0.61,429428653,38,0.54,1328.4,8.503523181,-0.494296322,19.87796617,3.63758616,-0.616186139,7.19173049,,,,
432,62,2016,5323.422,0.62,439498772,40,0.555,1457,8.579871609,-0.478035801,19.90114548,3.688879454,-0.588787165,7.284134806,,,,
433,62,2017,6255.82,0.629,449789369,40,0.558,1554.3,8.741267509,-0.463624022,19.92428996,3.688879454,-0.583396317,7.348780562,,,,
434,62,2018,7744.827,0.638,460295677,41,0.558,1742.3,8.954780416,-0.449416996,19.94737962,3.713572067,-0.583396317,7.462961358,,,,
435,63,2012,1420.468,0.68,127396459,32,0.607,804.4,7.258741674,-0.385662481,18.66281451,3.465735903,-0.499226488,6.690096658,,,,
436,63,2013,1509.311,0.686,130826016,32,0.614,880.2,7.319408534,-0.376877651,18.68937888,3.465735903,-0.487760351,6.780149154,,,,
437,63,2014,1601.467,0.691,134287151,32,0.615,943.5,7.378675363,-0.369615455,18.71549098,3.465735903,-0.486133011,6.849596365,,,,
438,63,2015,1668.07,0.696,137751865,36,0.62,1040.7,7.419422548,-0.362405619,18.74096454,3.583518938,-0.478035801,6.947648843,,,,
439,63,2016,1793.419,0.702,141210511,37,0.623,1151.9,7.491879133,-0.353821875,18.76576232,3.610917913,-0.47320876,7.049168032,,,,
440,63,2017,1947.488,0.707,144652795,37,0.625,1404,7.574295616,-0.346724613,18.78984691,3.610917913,-0.470003629,7.247080585,,,,
441,63,2018,2212.169,0.714,148084795,38,0.625,1581,7.701728761,-0.336872317,18.81329561,3.63758616,-0.470003629,7.365812837,,,,
442,64,2012,534.704,0.775,54203628,28,0.731,383.4,6.281713323,-0.25489225,17.8082584,3.33220451,-0.313341819,5.949078831,,,,
443,64,2013,602.466,0.773,55292621,25,0.738,476.9,6.401031232,-0.25747623,17.82815002,3.218875825,-0.303811454,6.167306825,,,,
444,64,2014,675.07,0.777,56418308,25,0.738,496.8,6.514816389,-0.252314929,17.84830427,3.218875825,-0.303811454,6.208187531,,,,
445,64,2015,707.908,0.773,57580319,27,0.739,523.7,6.562314142,-0.25747623,17.86869138,3.295836866,-0.302457358,6.260919001,,,,
446,64,2016,703.248,0.79,58781895,29,0.747,494.2,6.555709603,-0.235722334,17.88934446,3.36729583,-0.291690094,6.202940294,,,,
447,64,2017,695.001,0.794,60016579,30,0.743,486.7,6.543913284,-0.230671818,17.9101314,3.401197382,-0.297059234,6.187647917,,,,
448,64,2018,749.658,0.786,61266765,28,0.743,729.5,6.619617103,-0.240798487,17.93074808,3.33220451,-0.297059234,6.592359368,,,,
449,65,2012,620.601,0.758,22141872,18,0.506,111.1,6.430688363,-0.277071893,16.91298103,2.890371758,-0.68121861,4.710430697,,,,
450,65,2013,604.698,0.761,23075649,16,0.501,89.2,6.40472916,-0.273121921,16.95428846,2.772588722,-0.691149178,4.49088104,,,,
451,65,2014,520.605,0.757,24005089,16,0.501,10.234,6.254991597,-0.278392026,16.99377641,2.772588722,-0.691149178,2.32571551,,,,
452,65,2015,454.185,0.755,24872481,16,0.506,9.84,6.118504604,-0.28103753,17.02927257,2.772588722,-0.68121861,2.286455711,,,,
453,65,2016,440.161,0.77,25661856,17,0.51,6.43,6.087140569,-0.261364764,17.06051625,2.833213344,-0.673344553,1.860974538,,,,
454,65,2017,464.908,0.763,26391343,18,0.542,5.434,6.141839537,-0.270497248,17.0885466,2.890371758,-0.612489278,1.692675511,,,,
455,65,2018,495.338,0.761,27085311,18,0.554,6.532,6.205240358,-0.273121921,17.11450211,2.890371758,-0.590590592,1.876713175,,,,
456,66,2012,514.412,0.89,2849043,69,0.877,755,6.243024501,-0.116533816,14.86249371,4.234106505,-0.131248287,6.626717749,,,,
457,66,2013,568.593,0.898,2873286,72,0.893,826,6.343164888,-0.107585211,14.87096688,4.276666119,-0.113168698,6.716594774,,,,
458,66,2014,626.992,0.91,2903635,72,0.91,881.3,6.440933781,-0.094310679,14.88147396,4.276666119,-0.094310679,6.78139809,,,,
459,66,2015,707.529,0.926,2940510,75,0.91,952.8,6.561778618,-0.076881044,14.89409359,4.317488114,-0.094310679,6.859405018,,,,
460,66,2016,811.062,0.941,2983355,73,0.918,1010,6.6983445,-0.060812139,14.90855906,4.290459441,-0.085557888,6.91770561,,,,
461,66,2017,891.168,0.947,3026107,74,0.918,1033.8,6.792532962,-0.054456186,14.92278753,4.304065093,-0.085557888,6.940996613,,,,
462,66,2018,963.367,0.955,3074679,73,0.918,1092.6,6.87043444,-0.046043939,14.93871106,4.290459441,-0.085557888,6.996315456,,,,
463,67,2012,575.186,0.861,7274496,60,0.87,288.6,6.354693467,-0.149660775,15.79988509,4.094344562,-0.139262067,5.665041646,,,,
464,67,2013,678.184,0.865,7417238,61,0.87,296.2,6.519418638,-0.145025772,15.81931731,4.110873864,-0.139262067,5.691034902,,,,
465,67,2014,747.087,0.87,7566988,61,0.875,292.7,6.616181644,-0.139262067,15.83930566,4.110873864,-0.133531393,5.679148194,,,,
466,67,2015,800.116,0.87,7724692,61,0.875,279.9,6.684756717,-0.139262067,15.85993251,4.110873864,-0.133531393,5.634432397,,,,
467,67,2016,822.761,0.873,7884198,64,0.874,290,6.712665758,-0.135819723,15.88037106,4.158883083,-0.134674903,5.669880923,,,,
468,67,2017,827.155,0.875,8045513,62,0.876,361.3,6.717992102,-0.133531393,15.9006251,4.127134385,-0.132389188,5.889708638,,,,
469,67,2018,854.652,0.879,8209306,61,0.876,412.1,6.750694369,-0.128970381,15.92077895,4.110873864,-0.132389188,6.021266038,,,,
470,68,2012,10859.143,0.886,40894259,42,0.787,4636,9.292762677,-0.121038328,17.52650024,3.737669618,-0.239527031,8.441607204,,,,
471,68,2013,11981.391,0.881,41548775,43,0.785,4770.4,9.391109975,-0.126697653,17.5423786,3.761200116,-0.242071561,8.470185438,,,,
472,68,2014,12152.155,0.88,42109853,43,0.788,4857.6,9.405261799,-0.127833372,17.55579231,3.761200116,-0.238257189,8.488299768,,,,
473,68,2015,12171.771,0.881,42247229,44,0.788,5073.2,9.406874697,-0.126697653,17.55904932,3.784189634,-0.238257189,8.531727061,,,,
474,68,2016,12528.202,0.884,42351339,47,0.79,5237.2,9.435737542,-0.123298216,17.5615106,3.850147602,-0.235722334,8.563542283,,,,
475,68,2017,13009.917,0.887,42462869,50,0.793,5825.3,9.473467192,-0.119910297,17.56414058,3.912023005,-0.231932057,8.669965779,,,,
476,68,2018,13764.787,0.89,42559879,52,0.793,6156.72,9.529868943,-0.116533816,17.56642256,3.951243719,-0.231932057,8.725299447,,,,
477,69,2012,105.214,0.66,1538503,38,0.685,198.6,4.655996371,-0.415515444,14.24632042,3.63758616,-0.378336441,5.291292752,,,,
478,69,2013,114.213,0.658,1553708,38,0.681,200.84,4.738065126,-0.418550348,14.25615489,3.63758616,-0.384192973,5.302508571,,,,
479,69,2014,121.739,0.658,1569364,38,0.681,208,4.801879409,-0.418550348,14.266181,3.63758616,-0.384192973,5.33753808,,,,
480,69,2015,126.42,0.657,1585234,41,0.687,212.3,4.839609697,-0.42007126,14.27624259,3.713572067,-0.375420987,5.358000369,,,,
481,69,2016,128.582,0.657,1601279,39,0.687,218.2,4.856566833,-0.42007126,14.28631324,3.663561646,-0.375420987,5.385412073,,,,
482,69,2017,128.172,0.659,1617510,44,0.692,235.3,4.853373112,-0.417031744,14.29639849,3.784189634,-0.368169323,5.460861296,,,,
483,69,2018,132.132,0.661,1633951,44,0.692,247.3,4.883801423,-0.414001439,14.30651157,3.784189634,-0.368169323,5.510602175,,,,
484,70,2012,22086.673,0.895,116331281,74,0.823,835.8,10.00272967,-0.110931561,18.57195255,4.304065093,-0.194799078,6.72838935,,,,
485,70,2013,22481.124,0.899,116262976,74,0.83,1036.4,10.0204313,-0.106472245,18.57136522,4.304065093,-0.186329578,6.943508449,,,,
486,70,2014,23322.697,0.9,116208079,74,0.838,1341.3,10.05718229,-0.105360516,18.57089293,4.304065093,-0.176737179,7.201394572,,,,
487,70,2015,23850.808,0.902,116182717,75,0.839,1973.7,10.07957337,-0.103140759,18.57067466,4.317488114,-0.175544573,7.587665233,,,,
488,70,2016,25010.232,0.903,116145370,72,0.846,2404,10.1270403,-0.102032726,18.57035315,4.276666119,-0.167235919,7.784889296,,,,
489,70,2017,25951.899,0.906,116053379,73,0.848,2869.1,10.16400007,-0.098715973,18.56956081,4.290459441,-0.164874643,7.961753671,,,,
490,70,2018,27578.61,0.908,115920900,73,0.85,3119.2,10.22479575,-0.0965109,18.56841862,4.290459441,-0.162518929,8.045331838,,,,
491,71,2012,188.135,0.676,7134935,48,0.685,416.2,5.23715979,-0.391562203,15.7805137,3.871201011,-0.378336441,6.031165914,,,,
492,71,2013,215.08,0.672,7593824,45,0.669,394.5,5.371010052,-0.397496938,15.84284584,3.80666249,-0.401971219,5.97761914,,,,
493,71,2014,228.741,0.67,8028044,45,0.672,399,5.432590359,-0.400477567,15.89845147,3.80666249,-0.397496938,5.988961417,,,,
494,71,2015,231.695,0.668,8363640,53,0.674,376.1,5.445421852,-0.403467105,15.9394043,3.970291914,-0.394525168,5.929855065,,,,
495,71,2016,233.048,0.667,8644651,48,0.676,356.7,5.451244441,-0.404965233,15.97245131,3.871201011,-0.391562203,5.876895092,,,,
496,71,2017,238.098,0.667,8874306,48,0.676,384.35,5.472682354,-0.404965233,15.99867069,3.871201011,-0.391562203,5.951553596,,,,
497,71,2018,257.35,0.667,9057879,49,0.678,415,5.550437026,-0.404965233,16.01914554,3.891820298,-0.388607991,6.02827852,,,,
498,72,2012,244.864,0.794,9566957,28,0.801,616.3,5.500702954,-0.230671818,16.07382574,3.33220451,-0.221894332,6.423733858,,,,
499,72,2013,269.36,0.808,9718100,26,0.802,684.1,5.596048775,-0.21319322,16.08950068,3.258096538,-0.220646671,6.528104106,,,,
500,72,2014,280.7,0.813,9874723,26,0.806,633.3,5.637286483,-0.207024169,16.10548882,3.258096538,-0.215671536,6.450944244,,,,
501,72,2015,276.559,0.823,10032906,28,0.806,643,5.62242418,-0.194799078,16.12138085,3.33220451,-0.215671536,6.466144724,,,,
502,72,2016,277.031,0.815,10189588,29,0.809,650.9,5.624129413,-0.204567166,16.13687697,3.36729583,-0.211956362,6.478356021,,,,
503,72,2017,297.473,0.815,10342139,31,0.813,770.1,5.695323465,-0.204567166,16.15173727,3.433987204,-0.207024169,6.646520377,,,,
504,72,2018,354.439,0.816,10493491,31,0.817,878.9,5.870536258,-0.203340924,16.16626572,3.433987204,-0.202116184,6.778671126,,,,
505,73,2012,165.037,0.489,10809150,27,0.505,161.9,5.106169691,-0.71539279,16.19590356,3.295836866,-0.68319685,5.086978861,,,,
506,73,2013,177.203,0.493,11286201,27,0.508,143.4,5.177295968,-0.707246105,16.23909139,3.295836866,-0.677273831,4.965637928,,,,
507,73,2014,185.384,0.497,11778202,27,0.51,126.1,5.22242935,-0.699165253,16.28176109,3.295836866,-0.673344553,4.837075243,,,,
508,73,2015,190.667,0.502,12284623,25,0.513,111.4,5.250528451,-0.689155159,16.32385888,3.218875825,-0.667479434,4.713127327,,,,
509,73,2016,193.846,0.507,12804943,26,0.518,126.8,5.267064029,-0.679244275,16.36534183,3.258096538,-0.657780037,4.842611042,,,,
510,73,2017,194.029,0.511,13339828,28,0.523,136.4,5.268007632,-0.671385689,16.4062647,3.33220451,-0.648173815,4.915591745,,,,
511,73,2018,207.87,0.516,13891531,27,0.526,137.345,5.336912884,-0.661648514,16.44678993,3.295836866,-0.642454066,4.922496009,,,,
512,74,2012,3137.563,0.872,41089082,8,0.86,1114,8.051201663,-0.136965855,17.531253,2.079441542,-0.15082289,7.01571242,,,,
513,74,2013,3495.371,0.875,41240244,8,0.861,1217.6,8.159194801,-0.133531393,17.53492513,2.079441542,-0.149660775,7.104636987,,,,
514,74,2014,3836.932,0.878,41463573,8,0.862,1420.2,8.252428368,-0.130108685,17.54032584,2.079441542,-0.148500008,7.258552986,,,,
515,74,2015,4455.959,0.882,41645542,8,0.862,1323.2,8.40199758,-0.125563223,17.54470489,2.079441542,-0.148500008,7.187808324,,,,
516,74,2016,5138.733,0.885,41774264,12,0.862,1724.2,8.54456183,-0.122167634,17.54779101,2.48490665,-0.148500008,7.452518454,,,,
517,74,2017,5930.667,0.889,41861498,17,0.862,1333.6,8.687891965,-0.117658043,17.54987706,2.833213344,-0.148500008,7.195637331,,,,
518,74,2018,6633.615,0.892,42038247,14,0.862,1534.7,8.799905183,-0.114289146,17.5540904,2.63905733,-0.148500008,7.336090201,,,,
519,75,2012,450.806,1,3348853,44,0.608,572.9,6.111037092,0,15.02412846,3.784189634,-0.497580397,6.350711181,,,,
520,75,2013,495.299,1,3526378,43,0.601,621.7,6.205161621,0,15.07578184,3.761200116,-0.509160344,6.432457661,,,,
521,75,2014,534.819,1,3690942,43,0.605,652.8,6.281928372,0,15.12139227,3.761200116,-0.502526821,6.481270804,,,,
522,75,2015,554.276,1,3835591,49,0.62,694.1,6.317662758,0,15.15983409,3.891820298,-0.478035801,6.542616042,,,,
523,75,2016,559.145,1,3956873,41,0.623,705.5,6.326408831,0,15.19096462,3.713572067,-0.47320876,6.558906771,,,,
524,75,2017,539.721,0.997,4056097,39,0.625,740.7,6.291052339,-0.003004509,15.21573174,3.663561646,-0.470003629,6.607595685,,,,
525,75,2018,537.78,0.992,4137309,41,0.625,850.8,6.287449555,-0.008032172,15.23555613,3.713572067,-0.470003629,6.746177083,,,,
526,76,2012,38.628,0.501,1986238,24,0.71,34.8,3.653977402,-0.691149178,14.50175296,3.17805383,-0.342490309,3.549617387,,,,
527,76,2013,40.95,0.51,2031430,24,0.721,41.5,3.71235181,-0.673344553,14.52425054,3.17805383,-0.327116142,3.725693427,,,,
528,76,2014,42.544,0.515,2079480,24,0.728,41.3,3.750538835,-0.663588378,14.54762842,3.17805383,-0.317454231,3.7208625,,,,
529,76,2015,41.385,0.518,2131200,28,0.73,40.2,3.722918496,-0.657780037,14.57219576,3.33220451,-0.314710745,3.693866996,,,,
530,76,2016,41.511,0.519,2185215,28,0.735,32.1,3.725958452,-0.655851396,14.59722478,3.33220451,-0.30788478,3.46885603,,,,
531,76,2017,44.101,0.523,2239720,29,0.734,42.1,3.786482458,-0.648173815,14.62186142,3.36729583,-0.30924625,3.740047741,,,,
532,76,2018,51.534,0.529,2298401,29,0.734,42.3,3.942241784,-0.636766847,14.64772422,3.36729583,-0.30924625,3.744787086,,,,
533,77,2012,45.876,0.575,2014818,21,0.459,229.1,3.825942105,-0.553385238,14.51603943,3.044522438,-0.778705069,5.434158589,,,,
534,77,2013,51.351,0.586,2084844,26,0.471,270,3.93868441,-0.534435489,14.55020459,3.258096538,-0.752897185,5.598421959,,,,
535,77,2014,57.519,0.596,2157058,26,0.477,316.4,4.052115328,-0.517514612,14.58425581,3.258096538,-0.740238788,5.757007236,,,,
536,77,2015,59.841,0.604,2231865,25,0.484,354.3,4.091691045,-0.504181081,14.61834812,3.218875825,-0.725670372,5.870144012,,,,
537,77,2016,62.132,0.612,2309515,30,0.485,331.5,4.129261154,-0.491022996,14.6525481,3.401197382,-0.723606388,5.80362781,,,,
538,77,2017,66.657,0.618,2389619,29,0.485,325.7,4.199560067,-0.481266822,14.6866445,3.36729583,-0.723606388,5.785976712,,,,
539,77,2018,77.701,0.626,2471810,29,0.481,377,4.352868127,-0.468404908,14.72046123,3.36729583,-0.731888009,5.932245187,,,,
540,78,2012,60.962,0.805,1381242,49,0.843,143.5,4.110250719,-0.216913002,14.13849365,3.891820298,-0.170788321,4.966335035,,,,
541,78,2013,73.446,0.811,1367090,53,0.859,153.6,4.296550442,-0.209487225,14.12819495,3.970291914,-0.151986357,5.034351821,,,,
542,78,2014,84.307,0.815,1354815,53,0.856,184.3,4.434464898,-0.204567166,14.11917547,3.970291914,-0.155484903,5.216564865,,,,
543,78,2015,88.841,0.821,1344323,56,0.863,202.4,4.486848255,-0.19723217,14.1114011,4.025351691,-0.147340588,5.310245937,,,,
544,78,2016,90.473,0.826,1332897,57,0.865,179.3,4.505051464,-0.191160505,14.10286533,4.043051268,-0.145025772,5.189060381,,,,
545,78,2017,90.447,0.833,1322185,58,0.867,194.9,4.504764044,-0.182721637,14.09479623,4.060443011,-0.142716302,5.272486607,,,,
546,78,2018,95.375,0.842,1313215,58,0.871,194.6,4.55781649,-0.171975265,14.08798889,4.060443011,-0.138113302,5.27094617,,,,
547,79,2012,319.284,0.739,4853837,30,0.619,136.6,5.766080989,-0.302457358,15.39528008,3.401197382,-0.479650006,4.917056947,,,,
548,79,2013,349.29,0.733,5192446,28,0.616,127.4,5.855902523,-0.310609577,15.46271544,3.33220451,-0.484508315,4.847331743,,,,
549,79,2014,371.355,0.726,5507602,28,0.598,135.5,5.917158478,-0.320205264,15.52163988,3.33220451,-0.514164525,4.90897164,,,,
550,79,2015,385.987,0.72,5755681,28,0.593,151.8,5.95580369,-0.328504067,15.56569793,3.33220451,-0.52256088,5.022563865,,,,
551,79,2016,398.627,0.717,5923638,28,0.588,168.8,5.988026143,-0.332679438,15.59446135,3.33220451,-0.531028331,5.128714582,,,,
552,79,2017,406.56,0.719,6023671,28,0.604,185.7,6.00773152,-0.329893921,15.61120743,3.33220451,-0.504181081,5.224132468,,,,
553,79,2018,432.656,0.712,6067668,28,0.604,196.4,6.069942955,-0.339677368,15.6184849,3.33220451,-0.504181081,5.280153396,,,,
554,80,2012,8.669,0.52,517933,45,0.505,42.3,2.159753444,-0.653926467,13.15760117,3.80666249,-0.68319685,3.744787086,,,,
555,80,2013,9.46,0.52,529464,49,0.499,43.3,2.247072383,-0.653926467,13.17962045,3.891820298,-0.695149183,3.768152635,,,,
556,80,2014,10.013,0.52,541552,49,0.502,107.9,2.303884249,-0.653926467,13.20219437,3.891820298,-0.689155159,4.681204872,,,,
557,80,2015,10.14,0.524,554041,44,0.498,108.2,2.316487998,-0.646263595,13.22499397,3.784189634,-0.697155202,4.683981366,,,,
558,80,2016,10.06,0.53,566828,39,0.499,119.6,2.308567165,-0.634878272,13.24781119,3.663561646,-0.695149183,4.784152842,,,,
559,80,2017,10.766,0.525,579949,42,0.51,113.7,2.37639302,-0.644357016,13.27069545,3.737669618,-0.673344553,4.733563401,,,,
560,80,2018,11.126,0.526,593502,41,0.51,117.3,2.409284712,-0.642454066,13.29379586,3.713572067,-0.673344553,4.764734756,,,,
561,81,2012,97.801,0.824,1997745,54,0.855,190,4.582934802,-0.193584749,14.5075296,3.988984047,-0.15665381,5.247024072,,,,
562,81,2013,104.581,0.831,1981238,57,0.857,201.2,4.649961891,-0.185125484,14.49923246,4.043051268,-0.15431736,5.304299438,,,,
563,81,2014,109.098,0.839,1967853,57,0.878,206.3,4.692246561,-0.175544573,14.49245366,4.043051268,-0.130108685,5.32933142,,,,
564,81,2015,114.495,0.84,1952971,59,0.883,207.1,4.740531154,-0.174353387,14.48486236,4.077537444,-0.124430078,5.333201768,,,,
565,81,2016,124.652,0.845,1932212,59,0.887,229.6,4.825525855,-0.168418652,14.47417602,4.077537444,-0.119910297,5.436338664,,,,
566,81,2017,135.896,0.853,1909625,59,0.89,252.3,4.911889887,-0.158995731,14.46241745,4.077537444,-0.116533816,5.530618856,,,,
567,81,2018,149.423,0.86,1896056,59,0.89,282.5,5.00678121,-0.15082289,14.4552865,4.077537444,-0.116533816,5.643678551,,,,
568,82,2012,200.491,0.971,473864,80,0.779,95,5.300769358,-0.029428811,13.06867564,4.382026635,-0.249744233,4.553876892,,,,
569,82,2013,211.859,0.967,486709,80,0.778,94.5,5.355920959,-0.033556784,13.09542169,4.382026635,-0.251028755,4.548599834,,,,
570,82,2014,211.986,0.967,500042,80,0.783,103.8,5.356520235,-0.033556784,13.12244737,4.382026635,-0.244622583,4.642465971,,,,
571,82,2015,207.785,0.974,513663,85,0.788,109,5.336503891,-0.026343975,13.14932269,4.442651256,-0.238257189,4.691347882,,,,
572,82,2016,211.179,0.973,526490,81,0.798,105.4,5.352706115,-0.027371197,13.17398762,4.394449155,-0.225646682,4.657762636,,,,
573,82,2017,222.092,0.979,541038,82,0.802,104.6,5.40309171,-0.021223636,13.2012448,4.406719247,-0.220646671,4.650143552,,,,
574,82,2018,241.666,0.98,553119,81,0.802,101.8,5.487556608,-0.020202707,13.22332845,4.394449155,-0.220646671,4.623010104,,,,
575,83,2012,85.959,0.39,7425118,43,0.489,25.6,4.453870438,-0.94160854,15.82037913,3.761200116,-0.71539279,3.242592351,,,,
576,83,2013,93.242,0.39,7778813,28,0.492,19.6,4.535198264,-0.94160854,15.86691431,3.33220451,-0.709276562,2.975529566,,,,
577,83,2014,100.974,0.391,8146532,28,0.494,22.2,4.614863058,-0.939047719,15.91310287,3.33220451,-0.705219762,3.100092289,,,,
578,83,2015,106.548,0.39,8528703,28,0.498,24.4,4.668595588,-0.94160854,15.95894786,3.33220451,-0.697155202,3.194583132,,,,
579,83,2016,109.176,0.392,8926129,26,0.494,29.3,4.692961259,-0.936493439,16.00449338,3.258096538,-0.705219762,3.377587516,,,,
580,83,2017,113.69,0.396,9338873,24,0.494,25.5,4.733475446,-0.926341068,16.04969614,3.17805383,-0.705219762,3.238678452,,,,
581,83,2018,124.574,0.399,9767237,25,0.493,29.1,4.824899917,-0.918793862,16.09454418,3.218875825,-0.707246105,3.370738174,,,,
582,84,2012,50.063,0.357,2434416,37,0.436,77,3.913282212,-1.030019497,14.70521745,3.610917913,-0.830113036,4.343805422,,,,
583,84,2013,53.837,0.359,2528898,37,0.45,79.5,3.985960963,-1.02443289,14.74329419,3.610917913,-0.798507696,4.375757022,,,,
