,Country,year,Revenue,II,UP,CPS,EI,IA,lnRevenue,lnII,lnUP,lnCPS,lnEI,lnIA,,,,
192,28,2014,636.011,0.81,15504104,71,0.784,367.4,6.455215859,-0.210721031,16.55661532,4.262679877,-0.243346259,5.906451173,,,,
193,28,2015,648.547,0.812,15698027,70,0.792,447.8,6.474734476,-0.208254939,16.56904559,4.248495242,-0.233193887,6.104346704,,,,
194,28,2016,683.341,0.813,15918731,66,0.8,564.1,6.526994003,-0.207024169,16.58300702,4.189654742,-0.223143551,6.335231541,,,,
195,28,2017,735.033,0.811,16159787,67,0.807,645,6.599915396,-0.209487225,16.59803643,4.204692619,-0.214431611,6.469250317,,,,
196,28,2018,791.482,0.815,16400002,67,0.807,572.3,6.673907137,-0.204567166,16.61279201,4.204692619,-0.214431611,6.349663329,,,,
197,29,2012,27149.739,0.711,699187267,39,0.617,5772.5,10.20912271,-0.341082849,20.36542917,3.663561646,-0.482886255,8.660860541,,,,
198,29,2013,29498.223,0.721,719587859,40,0.627,5568.6,10.2920853,-0.327116142,20.39418919,3.688879454,-0.466808738,8.624898955,,,,
199,29,2014,30650.435,0.732,740239259,40,0.633,5562.2,10.33040213,-0.311974765,20.42248401,3.688879454,-0.457284857,8.623748992,,,,
200,29,2015,30823.628,0.741,761027100,37,0.642,5688.6,10.33603682,-0.299754654,20.45017953,3.610917913,-0.443166975,8.646219451,,,,
201,29,2016,31711.894,0.75,782199374,40,0.647,5927,10.36444709,-0.287682072,20.47762022,3.688879454,-0.435408984,8.687273462,,,,
202,29,2017,34122.973,0.759,803554542,41,0.647,6074,10.43772613,-0.275753502,20.50455562,3.713572067,-0.435408984,8.711772646,,,,
203,29,2018,39548.381,0.768,823827650,39,0.649,6290,10.58528004,-0.263965546,20.5294719,3.663561646,-0.432322562,8.74671635,,,,
204,30,2012,631.288,0.717,36262940,36,0.647,217.9,6.447762177,-0.332679438,17.40630684,3.583518938,-0.435408984,5.384036242,,,,
205,30,2013,711.844,0.723,36761204,36,0.664,228.8,6.567858786,-0.324346057,17.41995361,3.583518938,-0.40947313,5.43284826,,,,
206,30,2014,761.251,0.73,37300597,36,0.666,255.2,6.634963133,-0.314710745,17.43451989,3.583518938,-0.406465608,5.542047551,,,,
207,30,2015,757.942,0.735,37904385,37,0.669,298,6.630606866,-0.30788478,17.45057736,3.610917913,-0.401971219,5.697093487,,,,
208,30,2016,738.507,0.736,38589139,37,0.68,325.4,6.604630581,-0.30652516,17.46848142,3.610917913,-0.385662481,5.785055195,,,,
209,30,2017,748.704,0.735,39338952,37,0.683,363.1,6.618343712,-0.30788478,17.48772573,3.610917913,-0.381260419,5.894678278,,,,
210,30,2018,800.965,0.734,40105215,36,0.683,390.4,6.685817251,-0.30924625,17.50701693,3.583518938,-0.381260419,5.967171855,,,,
211,31,2012,23.049,0.286,2894149,26,0.5,25.6,3.137622385,-1.251763468,14.87820167,3.258096538,-0.693147181,3.242592351,,,,
212,31,2013,24.765,0.287,2987552,22,0.511,34.3,3.209431366,-1.248273063,14.90996488,3.091042453,-0.671385689,3.535145354,,,,
213,31,2014,25.36,0.297,3083060,22,0.522,22.6,3.23317313,-1.21402314,14.94143317,3.091042453,-0.650087691,3.117949906,,,,
214,31,2015,24.827,0.304,3182830,23,0.533,22,3.211931771,-1.190727578,14.9732813,3.135494216,-0.629233855,3.091042453,,,,
215,31,2016,24.864,0.313,3287509,22,0.539,21.1,3.213420974,-1.161552088,15.00564069,3.091042453,-0.618039708,3.04927304,,,,
216,31,2017,27.018,0.312,3396521,21,0.539,14.9,3.296503311,-1.164752091,15.03826223,3.044522438,-0.618039708,2.701361213,,,,
217,31,2018,27.551,0.314,3509318,19,0.539,15.6,3.316038833,-1.158362293,15.07093227,2.944438979,-0.618039708,2.747270914,,,,
218,32,2012,180.03,0.739,3466588,54,0.689,234.3,5.193123504,-0.302457358,15.05868138,3.988984047,-0.372514008,5.456602346,,,,
219,32,2013,202.902,0.74,3555158,53,0.696,242.8,5.312723104,-0.301105093,15.08391006,3.970291914,-0.362405619,5.492238059,,,,
220,32,2014,222.477,0.743,3641672,53,0.713,252.7,5.404823725,-0.297059234,15.10795347,3.970291914,-0.338273859,5.532203014,,,,
221,32,2015,234.62,0.746,3726119,55,0.71,266,5.457967184,-0.293029679,15.13087777,4.007333185,-0.342490309,5.583496309,,,,
222,32,2016,242.393,0.751,3808506,58,0.713,292.5,5.490560376,-0.286349627,15.15274754,4.060443011,-0.338273859,5.678464667,,,,
223,32,2017,245.051,0.753,3888684,59,0.716,296,5.501466352,-0.283690051,15.17358136,4.077537444,-0.334075112,5.690359454,,,,
224,32,2018,249.15,0.755,3966556,56,0.716,301.7,5.518055125,-0.28103753,15.19340877,4.025351691,-0.334075112,5.709433146,,,,
225,33,2012,88.601,0.493,10379711,29,0.393,28.9,4.484143144,-0.707246105,16.15536359,3.36729583,-0.933945667,3.363841595,,,,
226,33,2013,95.807,0.5,10732981,27,0.399,38,4.562335751,-0.693147181,16.1888319,3.295836866,-0.918793862,3.63758616,,,,
227,33,2014,105.628,0.512,11100535,27,0.389,47.1,4.659923488,-0.669430654,16.22250386,3.295836866,-0.944175935,3.852273001,,,,
228,33,2015,111.959,0.52,11483934,32,0.418,144.1,4.718132733,-0.653926467,16.25645957,3.465735903,-0.872273846,4.970507503,,,,
229,33,2016,114.439,0.532,11883008,34,0.437,158.3,4.74004193,-0.63111179,16.29062004,3.526360525,-0.827822084,5.064491967,,,,
230,33,2017,117.688,0.534,12298401,36,0.441,180,4.768037055,-0.62735944,16.32497981,3.583518938,-0.818710404,5.192956851,,,,
231,33,2018,128.371,0.541,12729904,37,0.441,196.5,4.854924509,-0.614336,16.35946443,3.610917913,-0.818710404,5.280662431,,,,
232,34,2012,211.64,0.798,2368751,46,0.783,1036.9,5.354886718,-0.225646682,14.67787337,3.828641396,-0.244622583,6.943990772,,,,
233,34,2013,226.011,0.8,2370674,48,0.794,1094.8,5.420583671,-0.223143551,14.67868486,3.871201011,-0.230671818,6.998326977,,,,
234,34,2014,231.942,0.8,2370234,48,0.797,1162.3,5.44648734,-0.223143551,14.67849924,3.871201011,-0.2269006,7.05815608,,,,
235,34,2015,240.161,0.807,2360534,51,0.796,1268.3,5.481309532,-0.214431611,14.67439842,3.931825633,-0.228156093,7.1454327,,,,
236,34,2016,260.907,0.809,2354458,49,0.797,1380.9,5.564164022,-0.211956362,14.67182111,3.891820298,-0.2269006,7.230490739,,,,
237,34,2017,282.859,0.818,2337248,49,0.796,1559.3,5.64494854,-0.200892942,14.66448473,3.891820298,-0.228156093,7.351992282,,,,
238,34,2018,304.353,0.822,2327904,48,0.796,1664.5,5.718188212,-0.196014884,14.66047885,3.871201011,-0.228156093,7.417280057,,,,
239,35,2012,213.52,0.642,8643315,48,0.773,282.3,5.363730505,-0.443166975,15.97229675,3.871201011,-0.25747623,5.642970335,,,,
240,35,2013,225.899,0.646,8668175,46,0.76,283.9,5.420087997,-0.436955775,15.97516883,3.828641396,-0.274436846,5.648622063,,,,
241,35,2014,236.32,0.647,8690598,46,0.765,298.1,5.465186819,-0.435408984,15.97775231,3.828641396,-0.267879445,5.697429001,,,,
242,35,2015,242.897,0.654,8708304,47,0.768,350.6,5.492637485,-0.424647928,15.97978761,3.850147602,-0.263965546,5.859645972,,,,
243,35,2016,247.975,0.654,8720099,47,0.776,397.5,5.513327935,-0.424647928,15.98114115,3.850147602,-0.253602759,5.985194934,,,,
244,35,2017,250.657,0.657,8728621,47,0.791,459.4,5.524085471,-0.42007126,15.98211795,3.850147602,-0.234457311,6.12992129,,,,
245,35,2018,256.553,0.658,8734561,47,0.791,468.4,5.547335271,-0.418550348,15.98279824,3.850147602,-0.234457311,6.149322632,,,,
246,36,2012,111.556,0.865,763443,66,0.777,246.5,4.714526707,-0.145025772,13.54559374,4.189654742,-0.252314929,5.507361993,,,,
247,36,2013,116.508,0.855,767957,63,0.788,240.5,4.75795994,-0.15665381,13.55148902,4.143134726,-0.238257189,5.48272009,,,,
248,36,2014,116.607,0.856,772388,63,0.793,244.1,4.758809306,-0.155484903,13.55724229,4.143134726,-0.231932057,5.497577977,,,,
249,36,2015,119.906,0.867,777233,61,0.801,265.9,4.786708102,-0.142716302,13.56349546,4.110873864,-0.221894332,5.583120298,,,,
250,36,2016,131.896,0.868,782633,55,0.811,318.7,4.882013733,-0.141563564,13.57041916,4.007333185,-0.209487225,5.764250221,,,,
251,36,2017,144.195,0.872,788451,57,0.811,365.2,4.97116655,-0.136965855,13.57782554,4.043051268,-0.209487225,5.900445149,,,,
252,36,2018,153.066,0.876,794548,59,0.811,393.9,5.030869201,-0.132389188,13.58552868,4.077537444,-0.209487225,5.97609707,,,,
253,37,2012,517.8,0.844,7693579,49,0.859,764.7,6.249589067,-0.169602784,15.85589664,3.891820298,-0.151986357,6.6394836,,,,
254,37,2013,534.394,0.844,7705910,48,0.882,785.2,6.281133395,-0.169602784,15.85749812,3.871201011,-0.125563223,6.665938462,,,,
255,37,2014,547.252,0.846,7723921,48,0.893,809.6,6.304909391,-0.167235919,15.85983269,3.871201011,-0.113168698,6.696540299,,,,
256,37,2015,568.635,0.854,7748928,56,0.891,870.7,6.343238752,-0.157824085,15.86306507,4.025351691,-0.115410852,6.769297486,,,,
257,37,2016,602.556,0.858,7773650,55,0.892,932.1,6.401180607,-0.153151179,15.86625037,4.007333185,-0.114289146,6.837440105,,,,
258,37,2017,648.41,0.864,7805452,57,0.892,1016,6.474523212,-0.14618251,15.87033302,4.043051268,-0.114289146,6.923628628,,,,
259,37,2018,711.196,0.869,7844036,59,0.892,1061.1,6.56694806,-0.140412154,15.87526406,4.077537444,-0.114289146,6.967061385,,,,
260,38,2012,1021.433,0.924,4872608,90,0.925,844.3,6.928961822,-0.079043207,15.39913988,4.49980967,-0.077961541,6.738507882,,,,
261,38,2013,1039.613,0.926,4901386,91,0.926,855.7,6.946603807,-0.076881044,15.40502858,4.510859507,-0.076881044,6.751919847,,,,
262,38,2014,1063.44,0.928,4932961,91,0.927,1026.7,6.969264216,-0.074723546,15.41144997,4.510859507,-0.075801713,6.934105054,,,,
263,38,2015,1111.936,0.93,4974525,91,0.918,1042.4,7.013857919,-0.072570693,15.41984045,4.510859507,-0.085557888,6.949281026,,,,
264,38,2016,1184.636,0.932,5020143,90,0.92,1078.1,7.077190833,-0.070422464,15.42896898,4.49980967,-0.083381609,6.982955512,,,,
265,38,2017,1246.481,0.934,5059173,88,0.92,1242.6,7.12807966,-0.068278841,15.43671359,4.477336814,-0.083381609,7.124961238,,,,
266,38,2018,1321.355,0.935,5091100,88,0.92,1274.9,7.186413004,-0.06720875,15.44300448,4.477336814,-0.083381609,7.150623023,,,,
267,39,2012,231.92,0.714,7527829,32,0.616,456.3,5.446392485,-0.336872317,15.83411724,3.465735903,-0.484508315,6.123150488,,,,
268,39,2013,256.82,0.718,7711911,29,0.619,469,5.54837545,-0.33128571,15.85827657,3.36729583,-0.479650006,6.150602768,,,,
269,39,2014,282.463,0.727,7895294,29,0.641,514.14,5.643547569,-0.318828801,15.88177744,3.36729583,-0.444725822,6.242495602,,,,
270,39,2015,306.082,0.737,8077905,33,0.652,560,5.72385304,-0.305167387,15.90464311,3.496507561,-0.427710717,6.327936784,,,,
271,39,2016,322.371,0.744,8259551,31,0.655,595.93,5.775703056,-0.295714244,15.92688079,3.433987204,-0.423120043,6.390123211,,,,
272,39,2017,329.161,0.749,8439626,29,0.657,618.8,5.796546993,-0.289016295,15.94844855,3.36729583,-0.42007126,6.427782119,,,,
273,39,2018,337.832,0.758,8615868,30,0.657,656.9,5.82254873,-0.277071893,15.96911618,3.401197382,-0.42007126,6.4875318,,,,
274,40,2012,215.424,0.698,9746827,32,0.681,127.2,5.372608179,-0.359536176,16.09245235,3.465735903,-0.384192973,4.845760651,,,,
275,40,2013,239.56,0.703,9915343,35,0.704,136.4,5.478803907,-0.352398387,16.10959391,3.555348061,-0.350976923,4.915591745,,,,
276,40,2014,254.487,0.706,10091292,35,0.695,169.5,5.539249754,-0.348140041,16.12718343,3.555348061,-0.363843433,5.132852927,,,,
277,40,2015,259.743,0.703,10278096,32,0.717,167.6,5.559692681,-0.352398387,16.14552559,3.465735903,-0.332679438,5.121580188,,,,
278,40,2016,256.783,0.699,10477465,31,0.714,156.9,5.54823137,-0.358104537,16.16473732,3.433987204,-0.336872317,5.05560866,,,,
279,40,2017,256.094,0.699,10687239,32,0.714,180.6,5.545544565,-0.358104537,16.18456097,3.465735903,-0.336872317,5.196284641,,,,
280,40,2018,265.736,0.698,10903407,34,0.714,253.5,5.582503335,-0.359536176,16.20458587,3.526360525,-0.336872317,5.535363823,,,,
281,41,2012,736.185,0.692,37114895,32,0.571,1119.6,6.601481446,-0.368169323,17.42952893,3.465735903,-0.560366069,7.020726758,,,,
282,41,2013,889.5,0.691,37919402,32,0.583,917.4,6.790659507,-0.369615455,17.45097347,3.465735903,-0.539568093,6.821543582,,,,
283,41,2014,908.876,0.692,38737018,32,0.586,962.83,6.812208671,-0.368169323,17.47230624,3.465735903,-0.534435489,6.869876865,,,,
284,41,2015,862.411,0.697,39551544,36,0.597,913.9,6.759731955,-0.360969868,17.49311529,3.583518938,-0.515838166,6.817721156,,,,
285,41,2016,838.006,0.7,40359123,34,0.604,525.8,6.73102526,-0.356674944,17.51332802,3.526360525,-0.504181081,6.264920912,,,,
286,41,2017,846.712,0.703,41185809,32,0.605,815.7,6.741360613,-0.352398387,17.53360431,3.465735903,-0.502526821,6.70404664,,,,
287,41,2018,983.529,0.706,42030812,35,0.608,1119.6,6.891147124,-0.348140041,17.55391353,3.555348061,-0.497580397,7.020726758,,,,
288,42,2012,91.27,0.628,4191073,38,0.577,125.5,4.513822147,-0.465215113,15.24846735,3.63758616,-0.549913012,4.832305759,,,,
289,42,2013,106.715,0.63,4263183,38,0.576,128.3,4.670161729,-0.46203546,15.26552662,3.63758616,-0.551647618,4.854371272,,,,
290,42,2014,115.32,0.631,4335706,38,0.568,134.5,4.747710873,-0.460449416,15.28239502,3.63758616,-0.56563386,4.901564199,,,,
291,42,2015,116.29,0.634,4408611,39,0.562,140.2,4.756087071,-0.455706325,15.29907023,3.663561646,-0.576253429,4.943069975,,,,
292,42,2016,111.736,0.636,4481144,36,0.564,143.4,4.716138946,-0.452556716,15.31538893,3.583518938,-0.572701027,4.965637928,,,,
293,42,2017,109.592,0.638,4553134,33,0.566,155.6,4.696764379,-0.449416996,15.33132635,3.496507561,-0.569161201,5.047288612,,,,
294,42,2018,114.365,0.641,4624412,35,0.566,167.73,4.739395088,-0.444725822,15.34685979,3.555348061,-0.569161201,5.122355544,,,,
295,43,2012,13.487,0.828,711522,20,0.439,16.58,2.601726259,-0.188742125,13.47516162,2.995732274,-0.823255866,2.80819715,,,,
296,43,2013,14.951,0.823,748581,19,0.439,17.63,2.704778187,-0.194799078,13.52593469,2.944438979,-0.823255866,2.869601996,,,,
297,43,2014,15.431,0.82,786525,19,0.439,18.69,2.736378473,-0.198450939,13.57537979,2.944438979,-0.823255866,2.927988621,,,,
298,43,2015,15.212,0.824,825196,19,0.44,19.4,2.72208459,-0.193584749,13.62337621,2.944438979,-0.820980552,2.965273066,,,,
299,43,2016,15.298,0.81,864454,18,0.44,20.15,2.727722101,-0.210721031,13.66985337,2.890371758,-0.820980552,3.003204288,,,,
300,43,2017,16.667,0.796,904173,17,0.441,21.8,2.813430717,-0.228156093,13.71477599,2.833213344,-0.818710404,3.08190997,,,,
301,43,2018,17.069,0.783,944333,16,0.441,22.35,2.837263953,-0.244622583,13.75823414,2.772588722,-0.818710404,3.106826321,,,,
302,44,2012,63.623,0.832,899089,64,0.877,295.7,4.15297504,-0.183922838,13.70913731,4.158883083,-0.131248287,5.689345427,,,,
303,44,2013,82.83,0.838,897846,68,0.875,311.1,4.416790315,-0.176737179,13.70775384,4.219507705,-0.133531393,5.740114404,,,,
304,44,2014,91.524,0.842,897427,68,0.87,316,4.516601233,-0.171975265,13.70728706,4.219507705,-0.139262067,5.755742214,,,,
305,44,2015,93.217,0.846,899949,70,0.878,296.1,4.534930108,-0.167235919,13.71009337,4.248495242,-0.130108685,5.690697235,,,,
306,44,2016,97.662,0.851,902145,70,0.882,313.1,4.581512538,-0.16134315,13.71253054,4.248495242,-0.125563223,5.746522628,,,,
307,44,2017,105.836,0.858,905267,71,0.881,324.4,4.661890726,-0.153151179,13.71598521,4.262679877,-0.126697653,5.781977322,,,,
308,44,2018,116.01,0.863,910578,73,0.881,323.4,4.753676394,-0.147340588,13.72183484,4.290459441,-0.126697653,5.778889947,,,,
309,45,2012,391.015,0.378,16839218,33,0.314,59.7,5.968745922,-0.972861083,16.63922113,3.496507561,-1.158362293,4.08933202,,,,
310,45,2013,427.261,0.389,17717910,33,0.32,68.1,6.057395068,-0.944175935,16.69008655,3.496507561,-1.139434283,4.220977213,,,,
311,45,2014,462.261,0.4,18635946,33,0.323,77,6.136129667,-0.916290732,16.74060285,3.496507561,-1.130102956,4.343805422,,,,
312,45,2015,481.5,0.41,19590313,33,0.327,86.4,6.176906231,-0.891598119,16.79054577,3.496507561,-1.117795108,4.458987676,,,,
313,45,2016,494.351,0.42,20581872,34,0.331,87.1,6.203245791,-0.867500568,16.83992125,3.526360525,-1.105636904,4.467056884,,,,
314,45,2017,515.888,0.429,21609845,35,0.335,93.3,6.245889688,-0.84629836,16.88865956,3.555348061,-1.093624747,4.535820108,,,,
315,45,2018,565.39,0.435,22678295,34,0.335,84.9,6.337515759,-0.832409248,16.93691886,3.526360525,-1.093624747,4.441474093,,,,
316,46,2012,12.939,0.649,460182,29,0.738,66.1,2.560246006,-0.432322562,13.03937734,3.36729583,-0.303811454,4.191168747,,,,
317,46,2013,13.575,0.658,464883,31,0.743,65.9,2.608229866,-0.418550348,13.04954104,3.433987204,-0.297059234,4.188138442,,,,
318,46,2014,14.013,0.662,469756,32,0.753,69.3,2.63998547,-0.412489723,13.05996869,3.465735903,-0.283690051,4.238444906,,,,
319,46,2015,14.709,0.669,475365,31,0.762,75.5,2.688459551,-0.401971219,13.07183821,3.433987204,-0.271808723,4.324132656,,,,
320,46,2016,15.622,0.673,481870,33,0.758,79.2,2.748680177,-0.396009949,13.08542965,3.496507561,-0.277071893,4.371976299,,,,
321,46,2017,17.876,0.676,489113,52,0.762,84.3,2.883459031,-0.391562203,13.10034883,3.951243719,-0.271808723,4.434381865,,,,
322,46,2018,18.833,0.682,496942,33,0.764,87,2.93561065,-0.382725621,13.1162286,3.496507561,-0.26918749,4.465908119,,,,
323,47,2012,560.093,0.906,4593267,90,0.887,277.8,6.328102841,-0.098715973,15.34010209,4.49980967,-0.119910297,5.62690143,,,,
324,47,2013,653.748,0.903,4629925,89,0.909,279.7,6.482721956,-0.102032726,15.34805123,4.48863637,-0.095410185,5.6337176,,,,
325,47,2014,672.345,0.903,4651843,89,0.913,273.1,6.510771602,-0.102032726,15.35277404,4.48863637,-0.091019398,5.609838028,,,,
326,47,2015,664.958,0.903,4669930,90,0.914,262.2,6.499723881,-0.102032726,15.35665464,4.49980967,-0.089924708,5.569107571,,,,
327,47,2016,683.71,0.907,4686120,89,0.915,278.9,6.527533851,-0.097612829,15.36011551,4.48863637,-0.088831214,5.630853295,,,,
328,47,2017,722.999,0.909,4699884,85,0.915,318,6.583407839,-0.095410185,15.36304839,4.442651256,-0.088831214,5.762051383,,,,
329,47,2018,786.418,0.912,4709266,85,0.915,322.4,6.667488458,-0.092115289,15.36504262,4.442651256,-0.088831214,5.775793011,,,,
330,48,2012,13465.604,0.898,51791144,71,0.792,8198,9.507893861,-0.107585211,17.76272973,4.262679877,-0.233193887,9.011645501,,,,
331,48,2013,14117.818,0.898,52228061,71,0.801,8363.4,9.555192967,-0.107585211,17.77113048,4.262679877,-0.221894332,9.031620322,,,,
332,48,2014,14365.336,0.899,52647802,71,0.811,8370.1,9.572573361,-0.106472245,17.77913505,4.262679877,-0.209487225,9.032421111,,,,
333,48,2015,14360.175,0.9,53009026,70,0.812,8445.2,9.572214029,-0.105360516,17.78597276,4.248495242,-0.208254939,9.041353512,,,,
334,48,2016,14806.584,0.901,53321626,69,0.809,8268.2,9.602827226,-0.104250021,17.79185255,4.234106505,-0.211956362,9.02017211,,,,
335,48,2017,15495.866,0.905,53612472,70,0.811,8675.8,9.648328558,-0.099820335,17.79729229,4.248495242,-0.209487225,9.06829282,,,,
336,48,2018,17327.802,0.907,53879064,72,0.811,8932.2,9.760067543,-0.097612829,17.80225254,4.276666119,-0.209487225,9.097418004,,,,
337,49,2012,17.669,0.757,1515820,35,0.608,18.34,2.871811692,-0.278392026,14.2314671,3.555348061,-0.497580397,2.909084467,,,,
338,49,2013,18.88,0.762,1583686,34,0.612,19.54,2.938103161,-0.271808723,14.2752656,3.526360525,-0.491022996,2.972463647,,,,
339,49,2014,18.727,0.775,1651170,34,0.618,21.34,2.929966333,-0.25489225,14.31699469,3.526360525,-0.481266822,3.060583246,,,,
340,49,2015,18.428,0.77,1716262,34,0.623,22.74,2.913871247,-0.261364764,14.35565923,3.526360525,-0.47320876,3.124125488,,,,
341,49,2016,18.873,0.77,1778152,35,0.628,23.4,2.937732329,-0.261364764,14.39108518,3.555348061,-0.465215113,3.152736022,,,,
342,49,2017,20.474,0.769,1837197,32,0.633,22.98,3.019155788,-0.262664309,14.4237516,3.465735903,-0.457284857,3.134624272,,,,
343,49,2018,20.78,0.765,1893996,31,0.636,23.56,3.033990986,-0.267879445,14.45419944,3.433987204,-0.452556716,3.159550359,,,,
344,50,2012,8.307,0.402,1087857,34,0.345,15.7,2.117098533,-0.91130319,13.89972026,3.526360525,-1.064210862,2.753660712,,,,
345,50,2013,9.275,0.406,1135418,28,0.357,17.1,2.227322608,-0.901402119,13.94251142,3.33220451,-1.030019497,2.839078464,,,,
346,50,2014,9.927,0.4,1184631,28,0.362,15.6,2.295258318,-0.916290732,13.98494189,3.33220451,-1.016111067,2.747270914,,,,
347,50,2015,10.165,0.404,1235413,28,0.367,44.9,2.318950447,-0.906340401,14.02691589,3.33220451,-1.002393431,3.804437795,,,,
348,50,2016,10.278,0.4,1287721,26,0.373,45,2.330005689,-0.916290732,14.06838455,3.258096538,-0.986176859,3.80666249,,,,
349,50,2017,11.148,0.403,1341598,30,0.376,52.2,2.41126011,-0.908818717,14.109372,3.401197382,-0.978166136,3.955082495,,,,
350,50,2018,11.625,0.408,1397018,37,0.386,55.2,2.453157951,-0.896488105,14.14985052,3.610917913,-0.95191791,4.010962953,,,,
351,51,2012,48.323,0.662,2099468,52,0.79,246,3.877907638,-0.412489723,14.55719454,3.951243719,-0.235722334,5.505331536,,,,
352,51,2013,52.9,0.666,2107360,49,0.804,288.4,3.968403339,-0.406465608,14.56094654,3.891820298,-0.21815601,5.664348405,,,,
353,51,2014,55.906,0.674,2122558,49,0.816,293.9,4.023671709,-0.394525168,14.56813252,3.891820298,-0.203340924,5.683239573,,,,
354,51,2015,58.497,0.675,2140097,52,0.831,301.2,4.068975471,-0.393042588,14.57636171,3.951243719,-0.185125484,5.707774496,,,,
355,51,2016,65.366,0.676,2155877,57,0.845,329.7,4.180002246,-0.391562203,14.58370816,4.043051268,-0.168418652,5.79818315,,,,
356,51,2017,74.485,0.682,2170854,56,0.856,406.94,4.310597763,-0.382725621,14.5906312,4.025351691,-0.155484903,6.008665754,,,,
357,51,2018,86.687,0.689,2184950,58,0.856,475.7,4.46230393,-0.372514008,14.5971035,4.060443011,-0.155484903,6.164787403,,,,
358,52,2012,10108.724,0.919,62064608,79,0.933,3041.1,9.221154092,-0.084469157,17.94368646,4.369447852,-0.069350078,8.019974571,,,,
359,52,2013,11165.946,0.919,62242278,78,0.931,3154.5,9.32062389,-0.084469157,17.94654504,4.356708827,-0.071496002,8.056585284,,,,
360,52,2014,11573.89,0.921,62510392,78,0.936,3299.9,9.356506978,-0.082295243,17.95084337,4.356708827,-0.066139803,8.101647444,,,,
361,52,2015,11738.341,0.923,63062064,81,0.94,3497,9.370615772,-0.080126044,17.95962994,4.394449155,-0.061875404,8.159660737,,,,
362,52,2016,12242.875,0.925,63592936,81,0.946,3555.5,9.412699414,-0.077961541,17.96801295,4.394449155,-0.05551271,8.176250979,,,,
363,52,2017,13039.524,0.928,63861626,81,0.946,3745.2,9.475740332,-0.074723546,17.97222921,4.394449155,-0.05551271,8.228230299,,,,
364,52,2018,14183.031,0.929,64096118,80,0.946,3888.1,9.559801529,-0.07364654,17.97589436,4.382026635,-0.05551271,8.265675885,,,,
365,53,2012,127.05,0.533,13537131,45,0.541,90.3,4.84458071,-0.629233855,16.42094691,3.80666249,-0.614336,4.50313746,,,,
366,53,2013,139.672,0.545,14034999,46,0.548,99.4,4.939296817,-0.606969484,16.4570647,3.828641396,-0.601479992,4.599152114,,,,
367,53,2014,148.43,0.544,14543041,46,0.54,82.5,5.000113467,-0.608806032,16.49262316,3.828641396,-0.616186139,4.412798293,,,,
368,53,2015,151.634,0.547,15062521,47,0.555,89.7,5.021469722,-0.603306477,16.52772016,3.850147602,-0.588787165,4.496470769,,,,
369,53,2016,151.294,0.548,15593581,43,0.557,96,5.019224964,-0.601479992,16.56236991,3.761200116,-0.585190039,4.564348191,,,,
370,53,2017,155.488,0.555,16135333,40,0.555,103,5.046568558,-0.588787165,16.59652202,3.688879454,-0.588787165,4.634728988,,,,
371,53,2018,171.372,0.561,16687441,41,0.559,109.5,5.143836632,-0.578034373,16.63016696,3.713572067,-0.581605806,4.695924549,,,,
372,54,2012,800.711,0.831,8505100,36,0.805,1551.8,6.685500083,-0.185125484,15.95617654,3.583518938,-0.216913002,7.347170826,,,,
373,54,2013,895.921,0.826,8482139,40,0.812,1792,6.797852239,-0.191160505,15.95347322,3.688879454,-0.208254939,7.491087594,,,,
374,54,2014,934.591,0.829,8463623,40,0.831,2203.3,6.840109,-0.187535124,15.95128789,3.688879454,-0.185125484,7.697711515,,,,
375,54,2015,964.392,0.829,8445266,46,0.833,2359.9,6.871497851,-0.187535124,15.94911661,3.828641396,-0.182721637,7.766374524,,,,
376,54,2016,1009.262,0.829,8446960,44,0.824,2479.9,6.91697465,-0.187535124,15.94931717,3.784189634,-0.193584749,7.815973516,,,,
377,54,2017,1058.184,0.832,8466513,48,0.833,2719.4,6.96430951,-0.183922838,15.95162929,3.871201011,-0.182721637,7.908166547,,,,
378,54,2018,1134.692,0.834,8484288,45,0.833,3012.3,7.034116527,-0.181521877,15.95372654,3.80666249,-0.182721637,8.010459186,,,,
379,55,2012,199.056,0.636,7482681,33,0.45,120,5.293586192,-0.452556716,15.82810171,3.496507561,-0.798507696,4.787491743,,,,
380,55,2013,214.87,0.639,7690455,29,0.453,122.4,5.370033194,-0.447850825,15.85549051,3.36729583,-0.791863153,4.80729437,,,,
381,55,2014,230.958,0.641,7903342,29,0.51,137.1,5.442235876,-0.444725822,15.88279627,3.36729583,-0.673344553,4.920710587,,,,
382,55,2015,239.786,0.645,8121501,28,0.512,147.3,5.479746859,-0.438504962,15.91002555,3.33220451,-0.669430654,4.992471323,,,,
383,55,2016,239.842,0.646,8344430,28,0.511,158.5,5.479980373,-0.436955775,15.93710481,3.33220451,-0.671385689,5.065754593,,,,
384,55,2017,238.686,0.648,8572490,28,0.511,166,5.475148881,-0.433864583,15.9640688,3.33220451,-0.671385689,5.111987788,,,,
385,55,2018,245.224,0.65,8805695,27,0.511,178.1,5.502172079,-0.430782916,15.99090923,3.295836866,-0.671385689,5.18234519,,,,
386,56,2012,41.105,0.426,3648853,24,0.322,9.6,3.716129769,-0.853315933,15.10992343,3.17805383,-1.133203733,2.261763098,,,,
387,56,2013,44.172,0.429,3762921,24,0.333,5.6,3.788091104,-0.84629836,15.14070608,3.17805383,-1.099612789,1.722766598,,,,
